セルマホ,cmavo,種類,タグ,機能語,キーワード,原文,rafsi,rafsi2,語法,文法,使用例,語源,ロジバンたんのメモ,覚え方
JOI,ku'a,標準,,集合交差 ： 接続詞（非論理・sumti/selbri）； 集合の交差、積集合,,non-logical connective: intersection of sets.,-kuz-,,・大意： 数学的交差 ・読み方： クハ,,,,,
JOI,pi'u,標準,,直積集合／デカルト積 ： 接続詞（非論理・sumti/selbri）；,,non-logical connective: cross product; Cartesian product of sets.,-piv-,,「la djeimyz. ce[bo] la djordj. pi'u la meris. cebo la martas. cu prami se remei／［ジェームズとジョージ］集合と［メアリとマルタ］集合の直積集合は恋人ペアの集合だ」（この直積集合の元は4つの順序対（ジェームズ、メアリ）、（ジェームズ、マルタ）、（ジョージ、メアリ）、（ジョージ、マルタ）となっている。つまり全員二股をかけている。） ・大意： 直交積 ・読み方： ピフ,,,,,
JOI,xoi'u,非標準,,non-logical connective (mekso set operator): regardless,,non-logical connective (mekso set operator): regardless,,,"Primary motivation is to allow for an analog of .{u} using non-logical connectives of the form of set operators (in the same analogy that related set intersection to logical AND). .krtisfranks. is not sure that this word even fulfills a heretofore unsatisfied logical role, let alone is necessary or practically useful/desirable.",,,,,
JOIhI,boi'au,非標準,,immediately convert symbolic string to number (explicit),,immediately convert symbolic string to number (explicit),,,See: http://mw.lojban.org/papri/Proposal:_distinguishing_digits_from_numbers#Clean-Up,,,,,
JOIhI,gei'i'e,非標準,,"mekso unary operator: converts a string of digits which includes {pi} to the same string of digits without {pi}; if {pi} is not present in the original/input string, the output is identical",,"mekso unary operator: converts a string of digits which includes {pi} to the same string of digits without {pi}; if {pi} is not present in the original/input string, the output is identical",,,"Probably can be generalized to handle {pi'e} and distinguish macro- from micro-digits. Notice that it produces a string of digits; the meaning of this string must be established by processing through JUhU or the like. The input must also be a string of digits (not a number). Useful for certain algorithms, such as an nth root algorithm.",,,,,
JUhAU,ju'au,非標準,,semi-mathematical binary operator: named number base operator/interpreter,,semi-mathematical binary operator: named number base operator/interpreter,,,"Follows a number and is followed by a sumti string (introduced with appropriate gadri, multiple sumti strung together via connectives); scope terminates with the end of the sumti and/or with {ke'e'au}. The construct as a whole syntactically functions as a parenthetical so that mekso may be resumed immediately thereafter without any difficulty. This word attaches to/affects the immediately preceding macrodigit string extending from the last evaluated number, number operation, etc. or bracket to/until this word. The preceding number is semantically interpreted according to the description to which the following sumti refers. If a sequence is supplied as the following sumti, the preceding number is interpreted so that each digit, starting from the left (default: see next), is understood as a multiple of the corresponding value in the sequence under the ordering given (which may produce an invalid/ill-formed result; the placement of {pi} matters as well).  If a single number is submitted (such as ""li {dau}""), this word acts as {ju'u}; the number is interpreted according to the rules of mekso and is its own island for such interpretation (thus {ju'u} is needed to override a cultural/grammatical default interpretation, such as decimal, even if this is done within the mekso expression outside of and including the scope of this word). In this way, the sumti being (10^n)_n, which is a sequence, is the same as the sumti being just 10, but is very different from it being the sequence (10)_n.  The original default for numeral-position/string reading/interpretation is from left-to-right, where a digit on the left in a pair of digits represents that multiple of a ""later"" term in the sequence as compared to right member of the pair; thus ""23"" in decimal means (2*(10^1)) + (3*(10^0)), which is twenty-three.  This default may be overridden via specification of the sequence (either its ordering, its domain being negated, or alteration to the base); alternatively, and perhaps more easily, the appearance of ""la'e zoi jbo. ri'u bi'o zu'a .jbo"" will always reverse it (this is a special input value with interpretation defined by this grammar); when reversed, ""23"" in decimal means (2*(10^0)) + (3*(10^1)), which is to say thirty-two.  Generally, this word overrides the default interpretation of a string of microdigits when computing the value of a macrodigit (see: {ju'u'i}). See also: {ju'u}, {ju'u'i}, {pi'e}.",,,,,
JUhEI,ju'ei,非標準,,Tight scope bridi separator; analogous to {.i} without  ending the abstractor or relative clause.,,Tight scope bridi separator; analogous to {.i} without  ending the abstractor or relative clause.,,,"nu broda ju'ei brode is equivalent to ""nu ju'e gi broda gi brode"". Similarly ""ko'a noi broda ju'ei brode"" is equivalent to ""ko'a noi ju'e gi broda gi brode"".",,,,,
JUhUhI,ju'u'i,非標準,,long-digit interpretation specifier; macrodigit named base specifier,,long-digit interpretation specifier; macrodigit named base specifier,,,"When a string of multiple digits is on either side of {pi'e}, the string is to be interpreted as a single ""macrodigit"" in the longer numeric string; let the digits that compose it be called ""microdigits"" for clarity. By default, the macrodigit is interpreted as being written/expressed in some cultural or grammatical default (this default is overridden by {ju'au} if its specifying sumti requires an alternative interpretation for the value of the macrodigits), probably decimal- the interpretation of the string of microdigits produces a number, x; the ""{pi'e}"" implies the denominator to be used in determining the fraction for which x is in the numerator and context or possibly a specified base determines its value- in timekeeping, the interpretation is typically x/60 for certain macrodigits. However, the default for determining the value of x given a string of microdigits might be useful to override (for example, Tsohnai uses an overall factorial base but each macrodigit is written in balanced quinary); this word specifies the base used for interpreting the macrodigit from a string of microdigits. It is placed at the end of the string (possibly before the next ""{pi'e}"") and its scope of effect extends from there, through the string of microdigits, to either the beginning of the number as a whole or the most recent ""{pi'e}"" (whichsoever was more recently uttered). It is to be followed by a sumti (or multiple sumti strung together by connectives) and has its scope of specification terminate with that sumti; in this regard, it works syntactically and semantically exactly like {ju'au}. In fact, {ju'au} can be used outside of the number in order to specify the macrodigit interpretation instead of this word (for example, if its sumti were la .tsonais., this word would not be needed); however, if only a sequence were to have been given as the argument of {ju'au} (such as the factorial sequence) and if some base other than decimal were desired for the interpretation of each macrodigit from the string of microdigits, then this word would be used. If only one macrodigit appears in the number, then this word is equivalent to {ju'au}. In short, the scope of this word is one contiguous string of microdigits, and it influences their interpretation into a macrodigit value in the same way that {ju'au} does. However, if both {ju'au} and this word specify how to interpret a given string of microdigits in the same number (composed of macrodigits), this word overrides the interpretation specified by {ju'au} (but only for this macrodigit); thus, for example, a Tsohnai number can have each of its macrodigits be interpreted in balanced quinary except one, which the speaker specifies via this word, because they know the value but did not want to convert it to balanced quinary (because it may be too large or hard to do so easily), so they instead expressed it in decimal.",,,,,
KE,fei'u,非標準,,Prefix division by following unit selbri,,Prefix division by following unit selbri,,,"Cf. {pi'ai}, {te'ai}, {fi'u}. Essentially attaches ""te'ai ni'u pa"" to all subsequent unit-selbri in the tanru. E.g. ""pi'ai ki'otre fei'u cacra"" = ""pi'ai ki'otre cacra te'ai ni'u pa"" = ""kilometers per hour""; ""pi'ai mitre fei'u snidu snidu"" = meters per second per second. May even be used without pi'ai: ""fei'u snidu"" = reciprocal of the second / hertz",,,,,
KE,ke,標準,,tanru グループ開始 ： 境界詞； tanru 内のグループの開始を示す,,"start grouping of tanru, etc; ... type of ... ; overrides normal tanru left grouping.",-kem-,,「melbi ke tsani skari／綺麗な【空の色】」 ・大意： グループ開始 ・読み方： ケ ・関連語： {ke'e},,,,,
KE,ke'oi,非標準,,reverses modification order of contained tanru (does not affect lujvo).,,reverses modification order of contained tanru (does not affect lujvo).,,,"Marks a ""selskiski""/""military-style""/""noun-adjective"" tanru, i.e. {tertau} come *before* {seltau}. This differs from {co} in that it does not affect the place structure of the sumti to the right; i.e. in {mi ke'oi broda brode do} (= {mi brode broda do}), both {mi} and {do} are arguments of {broda}. Default grouping is still left: {lo ke'oi ckule nixli cmalu melbi} resolves to {lo ke'oi (((ckule nixli) cmalu) melbi)}, which is equivalent to {lo melbi ke cmalu ke nixli ckule}. {co} does not (re-)reverse the order of tanru-modification; it only changes place structure. See {ke'e'u}.",,,,,
KE,pi'ai,非標準,,単位 tanru 開始 ： 境界詞；単位を表す tanru 内のグループの開始を示す； te'ai とともに使う； 場所構造が tertau と異なるような tanru を作ることができる,,Prefix multiplication of unit selbri,,,"「x_1 pi'ai mitre snidu te'ai ni'u pa x_2 x_3 ／ x_1 の速度は x_2 m/s （基準 x_3 による）」 ・読み方： ピハイ ・関連語： {pi'i}, {te'ai}",,,,,
KEhAI,ke'ai,非標準,,Toggles to no grouping,,Toggles to no grouping,,,"rafsi -ked- The grouping of gismu/rafsi is left ambiguous. So with a statement like: ke'ai melbi cmalu nixli ckule   or   kedmlecmaxlicu'e it is unclear whether this is referring to a (((pretty little)girls)school), (pretty(little(girls(school))), etc. Overridden by ke'ei or ke'ei'a. (Applies only to next selbri.)",,,,,
KEhE,ke'e,標準,,tanru グループ終了 ： 境界詞； ke で開かれたグループ範囲を閉じる； 構文上の曖昧性をきたさなければ省略できる；,,elidable terminator: end of tanru left grouping override (usually elidable).,-kep-   ,-ke'e-,「melbi ke tsani skari ke'e cinta／綺麗な【空の色】の顔料」 ・大意： グループ終了 ・読み方： ケヘ ・関連語： {ke},,,,,
KEhEhAU,ke'e'au,非標準,,terminates a JUhAU expression,,terminates a JUhAU expression,,,Closes the right-hand (sumti-filling) scope of words belonging to selma'o JUhAU.,,,,,
KEhEhU,ke'e'u,非標準,,Locks tanru modification order reversal (does not affect lujvo). {ke'e'unai} restores regular order,,Locks tanru modification order reversal (does not affect lujvo). {ke'e'unai} restores regular order,,,"Makes all tanru in the following text ""selskiski""/""military-style"": i.e. {tertau} come *before* {seltau}. This essentially puts {ke'oi} before every tanru. // This is an experimental cmavo in the truest sense of the word, used to test out ""what if"" Lojban chose ""noun-adjective""  order, which does have several advantages (chief of them being that the selbri-unit that describes the subject is uttered first), despite being unusual for English speakers.",,,,,
KEhEI,ke'ei,非標準,,Toggles to right grouping of tanru/lujvo.,,Toggles to right grouping of tanru/lujvo.,,,"rafsi -keb- ""ke'ei'a"" toggles back to left grouping. (Applies only to next selbri.)",,,,,
KEhEIhA,ke'ei'a,非標準,,Toggles to left grouping of tanru.,,Toggles to left grouping of tanru.,,,rafsi -kex- Toggles back to left grouping after ke'ei toggles right grouping or ke'ai toggles to no grouping.,,,,,
